Date,Socrata Users,Socrata Sessions,Socrata Bounce Rate,Geohub Users,Geohub Sessions,Geohub Bounce Rate,Combined Users
01/02/2018,366,423,15.60,167,196,32.65,533
08/27/2017,120,132,14.39,78,85,37.65,198
10/06/2017,365,419,11.46,185,208,38.46,550
01/18/2018,485,553,18.63,273,320,31.25,758
01/07/2018,161,175,29.71,99,117,29.91,260
01/11/2015,72,79,60.76,,,,
06/20/2017,405,484,13.64,175,207,39.61,580
03/14/2017,413,454,11.01,170,192,42.19,583
03/03/2018,186,215,20.00,231,263,33.08,417
03/29/2017,361,410,11.95,161,181,41.99,522
12/12/2017,402,475,18.53,237,274,33.58,639
08/30/2014,40,59,50.85,,,,
08/16/2018,564,634,27.76,263,279,24.37,827
09/21/2014,57,65,47.69,,,,
07/21/2014,174,223,47.98,,,,
12/13/2016,315,362,0.83,154,190,42.11,469
01/14/2017,108,114,7.89,25,27,25.93,133
04/29/2017,134,156,14.74,53,61,29.51,187
06/27/2016,373,410,0.00,600,704,54.40,973
12/01/2017,415,496,14.31,196,220,32.27,611
07/16/2014,202,249,41.77,,,,
05/19/2017,312,359,11.98,122,136,37.50,434
10/23/2017,709,783,40.87,384,411,51.82,1093
04/23/2016,138,155,3.23,27,28,46.43,165
08/11/2017,321,350,12.57,171,181,43.09,492
12/19/2017,404,458,12.45,200,224,34.38,604
03/01/2018,562,639,23.16,274,303,27.72,836
03/02/2018,482,562,23.49,265,303,27.06,747
03/10/2018,220,249,20.08,100,112,37.50,320
03/04/2018,335,379,18.47,204,238,21.85,539
05/19/2015,347,419,6.68,,,,
03/08/2018,564,640,24.06,251,294,30.61,815
03/07/2018,667,760,19.61,300,353,25.50,967
03/11/2018,232,261,26.82,129,140,35.71,361
03/09/2018,506,584,20.55,223,244,35.66,729
03/06/2018,647,737,18.72,324,377,32.10,971
03/05/2018,618,704,18.61,422,468,22.86,1040
05/10/2015,129,155,14.19,,,,
11/22/2015,137,159,7.55,,,,
07/03/2018,670,725,40.00,265,289,22.49,935
02/06/2017,384,436,7.34,142,168,36.90,526
07/09/2016,90,93,1.08,38,46,45.65,128
11/24/2015,348,420,3.57,,,,
04/23/2015,662,714,3.78,,,,
07/17/2018,688,769,26.92,327,352,25.57,1015
01/23/2017,423,500,11.60,139,161,49.69,562
12/14/2014,60,68,50.00,,,,
09/03/2015,294,360,7.50,,,,
12/29/2014,109,127,48.03,,,,
11/14/2014,155,186,49.46,,,,
05/30/2016,201,212,0.94,43,57,45.61,244
07/04/2018,463,496,56.45,176,199,30.15,639
08/21/2015,422,476,4.41,,,,
04/07/2016,387,456,4.82,163,194,42.78,550
10/25/2016,336,375,0.00,150,163,46.01,486
09/02/2016,255,305,0.00,101,116,51.72,356
03/02/2015,26,36,36.11,,,,
09/19/2014,160,210,44.29,,,,
08/05/2015,525,583,3.77,,,,
06/18/2016,171,188,3.72,22,27,59.26,193
10/30/2016,129,151,0.00,42,55,34.55,171
03/15/2016,362,410,4.63,156,191,49.21,518
10/22/2014,172,210,43.33,,,,
06/01/2016,335,372,1.88,132,154,47.40,467
05/05/2015,480,563,6.22,,,,
11/20/2016,125,145,0.69,54,60,50.00,179
06/29/2014,59,67,55.22,,,,
06/15/2014,75,86,56.98,,,,
08/14/2014,142,224,51.34,,,,
09/15/2015,306,366,6.83,,,,
12/21/2016,233,255,1.57,88,100,50.00,321
06/10/2014,347,432,41.44,,,,
06/27/2014,172,201,49.75,,,,
05/17/2016,358,397,7.05,126,149,46.98,484
01/24/2015,70,79,56.96,,,,
04/06/2016,429,491,5.30,150,184,42.93,579
09/27/2014,49,55,69.09,,,,
10/18/2016,349,398,0.00,148,168,44.05,497
03/12/2018,569,647,21.48,292,332,34.04,861
05/22/2016,170,198,5.56,33,49,38.78,203
03/13/2018,579,654,21.87,279,329,29.18,858
03/14/2018,598,697,21.52,306,348,27.01,904
05/14/2015,524,583,4.29,,,,
03/15/2018,563,650,24.31,271,316,31.01,834
03/16/2018,488,559,21.82,210,247,28.34,698
03/17/2018,215,245,19.59,116,133,25.56,331
03/18/2018,233,278,25.54,132,161,29.19,365
03/19/2018,592,682,21.85,302,356,28.09,894
03/20/2018,580,656,20.27,349,395,27.09,929
03/21/2018,643,722,26.04,365,414,30.43,1008
03/22/2018,530,607,27.84,290,327,34.25,820
03/23/2018,428,481,22.87,323,365,20.82,751
03/24/2018,200,221,22.62,158,183,21.31,358
03/25/2018,218,247,24.70,161,179,21.23,379
03/26/2018,548,609,30.87,299,334,26.05,847
03/27/2018,628,715,28.11,340,386,25.13,968
03/28/2018,579,667,22.34,305,353,25.50,884
03/29/2018,514,573,25.13,307,355,22.82,821
03/30/2018,443,493,31.64,208,235,31.06,651
03/31/2018,241,277,23.47,127,143,29.37,368
04/05/2018,621,702,26.64,421,456,21.49,1042
04/22/2018,290,344,26.45,167,186,18.82,457
04/04/2018,598,675,23.56,322,363,23.14,920
04/13/2018,549,642,26.95,282,312,20.51,831
04/07/2018,221,245,28.16,128,149,30.87,349
04/02/2018,689,781,26.12,345,388,26.03,1034
04/24/2018,699,781,29.58,329,379,24.54,1028
04/09/2018,634,715,23.36,317,358,24.58,951
04/20/2018,567,631,22.82,269,302,29.80,836
04/10/2018,604,719,21.42,330,378,32.54,934
04/03/2018,644,731,25.17,365,407,21.87,1009
04/17/2018,752,873,22.22,379,427,22.48,1131
04/16/2018,757,862,23.43,301,345,27.25,1058
04/23/2018,703,819,23.93,327,359,25.07,1030
04/11/2018,692,816,25.37,338,403,30.27,1030
04/21/2018,234,283,27.56,120,140,22.14,354
04/15/2018,263,291,23.71,163,188,26.06,426
04/08/2018,254,279,31.54,172,187,25.13,426
04/06/2018,466,543,24.13,258,283,22.61,724
04/12/2018,696,792,28.03,312,358,27.93,1008
04/18/2018,717,836,21.89,350,402,23.63,1067
04/01/2018,274,305,30.82,129,139,26.62,403
04/19/2018,647,734,24.25,306,347,23.92,953
04/14/2018,233,268,29.48,131,149,23.49,364
04/25/2018,716,808,24.75,387,438,28.08,1103
04/26/2018,706,810,24.69,322,375,22.93,1028
04/27/2018,584,664,23.49,276,305,27.54,860
04/28/2018,234,270,25.56,134,158,17.09,368
04/29/2018,264,298,31.88,149,178,26.40,413
04/30/2018,659,738,26.15,356,414,21.50,1015
05/01/2018,656,742,25.47,364,399,29.57,1020
05/02/2018,671,783,29.12,367,417,22.30,1038
05/03/2018,650,749,26.70,415,457,28.67,1065
05/04/2018,539,618,29.13,321,365,30.41,860
05/05/2018,209,251,29.48,150,177,26.55,359
05/06/2018,260,302,32.12,164,184,21.20,424
05/07/2018,682,768,31.77,286,326,26.99,968
05/08/2018,648,747,29.05,390,437,26.77,1038
05/09/2018,701,779,28.24,355,398,32.16,1056
05/10/2018,595,681,31.72,306,348,32.47,901
05/11/2018,497,581,26.68,233,261,26.05,730
05/12/2018,237,277,30.32,122,134,27.61,359
05/13/2018,220,251,35.46,130,141,21.28,350
05/14/2018,650,723,34.30,328,371,24.53,978
05/15/2018,646,731,29.82,343,377,24.40,989
05/16/2018,672,776,25.52,310,346,30.64,982
04/05/2016,400,457,4.38,158,195,44.62,558
10/05/2015,348,434,5.07,,,,
07/20/2018,468,541,27.17,247,270,25.19,715
05/11/2015,357,432,7.87,,,,
07/12/2018,624,712,27.53,277,303,18.15,901
08/18/2014,132,196,37.24,,,,
12/29/2016,207,236,1.27,62,69,43.48,269
05/11/2016,292,339,3.24,118,149,38.93,410
09/10/2015,353,420,8.57,,,,
07/26/2018,605,705,27.38,343,381,23.62,948
07/22/2014,155,194,43.81,,,,
12/13/2014,55,65,50.77,,,,
07/16/2015,327,354,6.21,,,,
10/24/2014,203,252,44.84,,,,
08/12/2018,253,273,27.84,155,168,24.40,408
07/31/2014,194,252,41.67,,,,
01/18/2016,301,331,2.72,,,,
03/12/2016,109,125,2.40,34,40,32.50,143
05/14/2016,93,114,7.02,23,29,51.72,116
08/02/2016,302,354,0.00,167,208,44.23,469
12/06/2015,117,129,1.55,,,,
08/19/2014,163,213,42.72,,,,
08/23/2018,560,638,29.31,275,301,26.58,835
08/31/2016,386,430,0.00,100,118,50.00,486
01/06/2015,209,242,52.48,,,,
07/15/2016,292,326,0.00,118,139,43.88,410
10/18/2015,126,150,10.67,,,,
12/23/2014,104,116,56.90,,,,
04/26/2015,245,261,5.75,,,,
10/07/2015,342,422,8.77,,,,
12/26/2014,61,73,47.95,,,,
07/20/2015,369,398,5.78,,,,
09/01/2014,65,72,48.61,,,,
11/04/2016,253,287,0.00,99,122,36.07,352
08/15/2015,235,241,1.66,,,,
07/21/2015,359,424,9.43,,,,
08/10/2014,51,59,64.41,,,,
09/29/2016,372,411,0.24,190,232,43.53,562
08/04/2014,167,208,43.27,,,,
01/09/2016,102,120,0.83,,,,
07/29/2014,182,229,42.36,,,,
11/08/2014,63,83,54.22,,,,
01/28/2017,124,137,5.11,39,42,38.10,163
04/05/2015,100,107,6.54,,,,
08/02/2014,43,46,58.70,,,,
09/02/2018,213,239,36.82,140,152,22.37,353
10/11/2016,352,407,0.00,165,191,47.64,517
04/04/2015,96,110,4.55,,,,
10/09/2014,167,199,51.76,,,,
02/20/2015,165,198,44.95,,,,
04/11/2016,396,439,4.33,229,265,47.55,625
06/18/2015,261,292,7.88,,,,
10/02/2015,292,382,3.66,,,,
06/25/2016,108,115,0.87,45,54,44.44,153
08/24/2018,548,615,30.41,227,240,27.50,775
03/28/2015,86,95,2.11,,,,
10/13/2015,326,434,4.38,,,,
07/31/2016,104,124,0.00,45,53,41.51,149
05/08/2016,121,129,3.88,45,63,52.38,166
10/12/2016,375,429,0.23,174,203,45.32,549
05/17/2018,645,733,29.60,280,307,25.08,925
06/10/2015,326,388,8.25,,,,
05/18/2018,505,574,34.84,244,273,30.40,749
05/19/2018,213,229,36.68,126,130,20.77,339
09/09/2016,288,323,0.00,114,141,45.39,402
05/20/2018,220,248,33.06,136,151,23.18,356
01/09/2015,138,171,49.71,,,,
05/21/2018,615,714,29.69,301,341,25.81,916
05/22/2018,689,773,34.15,297,331,25.98,986
12/24/2015,142,154,1.95,,,,
05/23/2018,661,762,29.40,327,363,26.17,988
11/25/2014,148,167,53.29,,,,
05/24/2018,661,761,30.49,250,278,26.26,911
06/29/2018,484,543,30.94,233,250,24.00,717
05/25/2018,486,565,29.73,229,253,30.04,715
05/26/2018,188,218,28.44,97,116,23.28,285
11/15/2015,133,143,7.69,,,,
05/27/2018,216,247,41.70,131,149,18.79,347
05/28/2018,363,401,49.13,146,168,23.21,509
12/12/2015,102,121,0.83,,,,
05/29/2018,723,825,31.15,323,376,27.13,1046
06/01/2015,334,396,10.86,,,,
05/30/2018,716,799,32.54,336,396,30.05,1052
05/31/2018,625,720,29.58,271,313,25.56,896
06/01/2018,487,561,29.77,269,309,25.24,756
12/18/2014,187,229,41.48,,,,
06/02/2018,209,247,33.20,131,149,20.13,340
06/05/2018,651,753,32.93,274,301,25.58,925
06/30/2015,407,466,4.72,,,,
06/03/2018,251,296,30.41,155,175,23.43,406
06/04/2018,661,742,30.32,314,350,27.71,975
01/14/2016,316,363,4.13,,,,
08/26/2016,278,299,0.33,83,95,40.00,361
06/06/2018,605,708,29.52,299,332,28.61,904
06/07/2018,604,722,31.02,306,344,29.07,910
03/30/2016,386,423,3.78,214,254,29.53,600
06/08/2018,504,562,30.07,258,296,25.34,762
06/09/2018,208,242,34.30,123,135,18.52,331
08/14/2015,401,428,5.61,,,,
06/10/2018,222,246,32.93,133,141,19.15,355
12/16/2016,199,235,1.28,93,117,44.44,292
01/16/2016,113,126,3.97,,,,
06/11/2018,633,724,27.35,266,295,27.12,899
07/23/2014,139,171,43.27,,,,
06/12/2018,721,801,28.59,312,343,24.78,1033
01/07/2015,207,270,52.59,,,,
06/13/2018,687,797,27.10,331,368,25.00,1018
09/10/2016,132,143,0.00,29,33,36.36,161
06/14/2018,632,712,27.95,281,317,25.87,913
08/22/2018,640,709,26.80,299,331,30.51,939
06/16/2018,187,215,39.07,112,132,22.73,299
09/18/2016,132,144,0.00,46,52,48.08,178
06/15/2018,513,567,27.69,225,258,25.19,738
01/20/2016,382,440,5.00,,,,
08/16/2014,33,38,39.47,,,,
10/09/2015,303,398,3.52,,,,
06/17/2018,211,250,36.80,118,138,30.43,329
05/30/2015,104,119,8.40,,,,
04/01/2016,318,365,4.93,136,161,40.37,454
06/01/2014,1525,1721,41.78,,,,
06/21/2016,369,415,4.34,142,176,47.73,511
06/18/2018,607,703,30.73,268,311,22.83,875
06/19/2018,624,716,34.64,296,323,28.48,920
12/25/2015,54,60,1.67,,,,
12/24/2014,77,83,44.58,,,,
02/02/2017,403,452,9.29,149,171,42.69,552
11/16/2014,115,142,38.03,,,,
07/12/2016,334,374,0.00,186,237,47.68,520
12/28/2014,43,54,42.59,,,,
01/08/2016,272,304,7.24,,,,
06/05/2016,103,127,7.09,32,43,51.16,135
08/10/2015,500,549,5.46,,,,
01/15/2015,194,226,46.90,,,,
10/04/2016,428,482,0.00,197,242,38.84,625
01/27/2016,330,410,4.88,,,,
08/09/2018,591,668,25.90,336,362,27.07,927
06/07/2014,135,151,53.64,,,,
02/14/2016,125,130,2.31,81,95,54.74,206
12/03/2015,324,382,3.93,,,,
07/20/2016,314,382,0.26,160,200,46.50,474
06/12/2014,258,330,45.45,,,,
10/20/2015,385,473,6.34,,,,
05/15/2016,131,149,7.38,28,29,55.17,159
07/18/2016,333,394,0.25,152,185,49.73,485
01/24/2016,147,170,1.18,,,,
12/18/2016,90,97,1.03,36,38,60.53,126
06/02/2016,313,357,5.04,121,146,43.84,434
06/08/2015,347,408,11.52,,,,
07/08/2015,396,440,5.68,,,,
05/22/2015,237,272,6.99,,,,
06/29/2016,360,409,0.00,224,280,42.50,584
05/15/2015,311,344,6.40,,,,
04/21/2016,412,489,2.04,132,159,44.65,544
07/10/2016,109,123,0.00,45,52,57.69,154
11/07/2014,129,174,40.80,,,,
08/29/2016,449,481,0.00,127,157,40.76,576
04/09/2016,133,152,1.97,59,68,48.53,192
09/10/2018,609,682,29.33,1,1,100.00,610
10/02/2016,104,112,0.00,46,51,29.41,150
06/15/2015,302,357,7.00,,,,
10/12/2014,39,42,47.62,,,,
03/08/2016,429,489,4.29,135,165,39.39,564
06/11/2016,116,125,0.80,33,43,39.53,149
06/05/2014,3228,3424,67.73,,,,
09/09/2014,172,214,41.59,,,,
08/09/2014,42,50,62.00,,,,
02/28/2016,152,172,2.33,49,62,45.16,201
07/07/2015,358,394,4.57,,,,
09/22/2014,140,166,44.58,,,,
05/23/2015,104,126,3.97,,,,
12/05/2015,112,127,6.30,,,,
07/19/2018,603,697,29.56,289,327,29.05,892
05/20/2015,334,376,3.99,,,,
04/17/2015,449,501,6.99,,,,
01/01/2016,68,74,1.35,,,,
03/11/2016,315,358,3.07,159,191,44.50,474
12/27/2015,95,104,2.88,,,,
02/17/2015,251,298,43.29,,,,
02/05/2017,123,140,12.86,44,47,40.43,167
01/21/2015,187,226,47.79,,,,
10/01/2016,138,153,0.00,38,43,39.53,176
10/23/2015,299,382,8.12,,,,
10/04/2014,39,40,65.00,,,,
03/29/2016,383,426,2.82,200,234,32.48,583
07/14/2015,428,482,7.88,,,,
05/17/2015,112,132,8.33,,,,
11/06/2014,140,191,38.22,,,,
02/16/2015,162,193,58.55,,,,
08/12/2014,158,216,41.20,,,,
03/10/2016,394,451,3.10,231,292,44.52,625
09/12/2014,161,228,35.53,,,,
11/09/2016,345,382,0.00,129,152,49.34,474
12/29/2015,202,226,3.10,,,,
02/16/2016,364,417,2.40,449,514,43.39,813
07/14/2016,310,358,0.00,183,210,39.52,493
01/02/2017,135,153,1.96,41,49,36.73,176
03/06/2016,149,160,2.50,64,80,41.25,213
12/02/2016,328,376,0.80,112,130,31.54,440
08/03/2016,314,353,0.00,151,194,50.00,465
10/31/2016,375,452,0.22,123,148,45.27,498
11/28/2014,40,47,55.32,,,,
10/24/2016,385,442,0.00,137,158,41.77,522
08/27/2018,616,698,27.22,323,353,30.88,939
01/30/2016,128,140,3.57,,,,
06/07/2015,143,164,4.27,,,,
01/06/2016,339,375,3.73,,,,
12/10/2014,154,177,49.72,,,,
02/12/2015,221,267,56.18,,,,
10/29/2016,113,120,0.00,40,48,27.08,153
09/05/2015,106,123,3.25,,,,
11/30/2016,389,447,3.13,138,161,47.20,527
10/22/2016,128,143,0.00,30,37,37.84,158
02/04/2017,128,143,8.39,39,44,47.73,167
08/14/2018,603,670,28.21,309,344,28.78,912
04/28/2015,525,590,4.58,,,,
09/26/2016,314,371,0.00,168,206,51.46,482
02/04/2016,361,419,4.30,320,396,41.67,681
08/11/2015,450,488,4.71,,,,
08/01/2018,635,698,32.24,300,330,23.33,935
09/04/2016,147,166,0.00,36,38,50.00,183
02/06/2016,130,158,4.43,80,98,51.02,210
05/24/2016,392,461,4.12,100,128,54.69,492
11/24/2016,108,114,0.00,59,73,57.53,167
06/21/2015,116,124,26.61,,,,
08/21/2014,382,469,46.48,,,,
07/24/2016,116,131,0.00,56,65,30.77,172
05/08/2015,680,776,54.12,,,,
03/26/2016,128,140,2.14,15,18,44.44,143
07/07/2018,310,346,47.11,263,274,10.58,573
02/19/2016,323,376,5.85,315,374,53.74,638
10/06/2014,174,202,42.57,,,,
01/18/2015,88,110,55.45,,,,
08/20/2016,97,108,0.00,24,26,53.85,121
06/10/2016,270,294,2.38,88,104,46.15,358
08/26/2014,238,308,49.03,,,,
12/19/2015,85,97,9.28,,,,
03/19/2016,113,118,2.54,29,34,55.88,142
05/25/2014,31,34,44.12,,,,
07/31/2018,679,753,30.81,314,341,25.51,993
09/16/2015,356,442,7.47,,,,
09/21/2016,359,391,0.00,194,239,51.46,553
07/28/2015,306,351,6.84,,,,
03/24/2015,288,349,4.30,,,,
01/04/2017,327,374,2.14,111,126,51.59,438
02/10/2017,351,394,7.87,98,115,35.65,449
08/10/2018,474,546,23.99,271,290,18.97,745
08/05/2016,241,281,0.36,83,93,49.46,324
05/16/2016,312,342,3.22,103,117,44.44,415
05/21/2016,105,119,3.36,31,35,40.00,136
10/06/2016,307,347,0.00,191,228,48.68,498
02/03/2017,318,361,9.97,101,119,41.18,419
10/01/2014,207,248,51.21,,,,
07/04/2014,56,66,65.15,,,,
09/20/2015,120,144,6.25,,,,
11/26/2014,115,131,46.56,,,,
11/16/2015,346,429,7.23,,,,
01/20/2017,277,305,12.13,95,106,39.62,372
07/18/2018,632,695,25.47,279,310,23.55,911
10/31/2014,114,131,52.67,,,,
01/15/2017,138,152,18.42,39,48,37.50,177
06/28/2016,353,399,0.00,270,334,47.90,623
10/19/2014,46,51,47.06,,,,
07/23/2015,398,454,7.49,,,,
11/26/2015,124,137,2.92,,,,
05/03/2016,371,440,3.41,127,164,35.37,498
01/01/2017,84,93,0.00,25,26,50.00,109
09/11/2016,164,176,0.00,47,55,50.91,211
03/17/2016,357,407,2.46,163,206,50.00,520
11/03/2015,405,501,8.38,,,,
10/05/2014,44,54,57.41,,,,
02/21/2015,81,90,56.67,,,,
10/01/2015,306,385,5.19,,,,
05/24/2014,42,47,42.55,,,,
07/22/2016,242,301,0.33,131,158,36.71,373
11/23/2016,254,283,0.00,129,158,42.41,383
11/10/2015,400,488,5.12,,,,
01/31/2017,333,362,6.08,187,229,32.31,520
02/23/2015,214,242,54.55,,,,
12/19/2014,137,159,49.06,,,,
07/27/2016,310,348,0.00,151,183,41.53,461
09/29/2015,409,493,4.06,,,,
12/22/2016,219,251,0.80,80,93,44.09,299
05/18/2016,359,401,3.49,145,181,38.67,504
07/27/2018,491,546,27.84,259,285,28.42,750
11/27/2014,43,47,46.81,,,,
08/21/2016,126,140,0.00,40,52,50.00,166
12/17/2015,263,311,4.82,,,,
11/07/2015,116,127,1.57,,,,
11/19/2014,205,240,43.75,,,,
04/19/2015,195,202,6.93,,,,
07/19/2015,196,203,3.45,,,,
09/16/2014,196,260,40.00,,,,
12/24/2016,59,63,0.00,9,11,63.64,68
12/23/2016,149,164,0.00,46,48,33.33,195
10/22/2015,307,377,5.04,,,,
12/22/2014,128,137,50.36,,,,
09/26/2014,149,181,53.59,,,,
08/09/2015,299,306,2.29,,,,
05/12/2016,330,370,4.86,126,148,36.49,456
11/13/2016,133,144,0.00,53,63,38.10,186
08/18/2018,198,222,32.43,123,130,20.77,321
06/26/2015,459,507,8.48,,,,
06/04/2015,459,528,11.93,,,,
06/24/2014,221,263,50.19,,,,
07/08/2016,259,288,0.00,140,159,41.51,399
11/04/2015,345,439,10.71,,,,
06/28/2015,189,206,1.94,,,,
04/20/2016,393,442,4.52,166,198,46.97,559
07/12/2015,188,201,3.98,,,,
08/31/2015,294,335,8.06,,,,
05/05/2016,319,362,3.31,112,146,47.95,431
03/27/2016,211,225,1.78,20,22,63.64,231
07/05/2016,344,385,0.26,193,227,37.89,537
11/10/2014,163,200,43.00,,,,
09/29/2014,185,224,53.12,,,,
09/08/2018,251,282,28.01,2,2,50.00,253
10/09/2016,149,167,0.00,46,53,43.40,195
07/30/2016,113,118,0.00,24,25,32.00,137
01/02/2015,80,86,54.65,,,,
06/03/2016,280,311,2.89,130,149,46.31,410
02/27/2015,34,38,52.63,,,,
05/01/2016,165,189,2.65,52,64,32.81,217
06/06/2014,605,695,58.42,,,,
01/15/2016,269,296,5.07,,,,
02/07/2015,70,86,52.33,,,,
06/28/2018,543,606,33.66,247,285,29.12,790
02/08/2015,108,131,52.67,,,,
12/12/2014,113,132,53.03,,,,
09/11/2015,272,322,6.52,,,,
08/28/2015,252,290,8.62,,,,
04/02/2016,109,117,1.71,41,50,40.00,150
07/30/2014,152,199,37.69,,,,
10/23/2014,275,336,42.86,,,,
01/13/2016,349,397,2.52,,,,
12/12/2016,354,414,0.97,121,140,45.71,475
02/02/2016,382,442,3.39,624,743,46.03,1006
02/09/2016,358,436,4.13,258,326,44.17,616
09/11/2014,218,265,38.11,,,,
05/06/2016,299,328,4.27,108,127,43.31,407
10/27/2014,199,256,41.41,,,,
04/14/2015,477,549,15.12,,,,
02/01/2015,66,74,68.92,,,,
02/03/2015,211,264,51.89,,,,
06/13/2014,159,190,43.16,,,,
02/21/2016,140,151,5.30,85,103,54.37,225
06/16/2014,218,269,50.19,,,,
10/19/2016,311,341,0.29,151,180,48.89,462
11/03/2014,158,198,54.04,,,,
03/12/2015,256,288,5.21,,,,
07/16/2016,97,110,0.00,31,33,39.39,128
05/02/2016,410,476,2.94,124,156,39.10,534
02/08/2017,426,488,11.07,146,168,34.52,572
09/28/2015,334,393,5.85,,,,
09/04/2018,605,695,29.06,5,5,80.00,610
09/17/2016,96,108,0.00,28,30,73.33,124
09/06/2018,667,762,28.61,2,4,100.00,669
03/20/2016,159,174,1.72,62,74,64.86,221
10/10/2014,106,128,44.53,,,,
11/09/2014,54,61,57.38,,,,
12/06/2016,482,554,1.26,179,199,40.20,661
07/21/2018,199,228,31.14,117,135,21.48,316
12/27/2016,213,238,0.00,71,81,41.98,284
02/11/2015,222,272,51.84,,,,
04/29/2016,356,419,6.44,121,141,44.68,477
07/13/2018,454,508,28.54,244,267,16.85,698
04/10/2015,596,688,17.30,,,,
04/27/2015,624,685,6.13,,,,
11/18/2015,322,399,6.77,,,,
08/05/2018,223,248,29.44,149,161,22.36,372
08/23/2014,40,43,41.86,,,,
10/20/2016,346,391,0.00,127,149,47.65,473
07/26/2014,36,44,47.73,,,,
09/20/2014,58,77,41.56,,,,
10/30/2015,284,358,11.73,,,,
09/03/2014,176,211,44.55,,,,
05/07/2016,121,139,3.60,29,30,50.00,150
11/21/2014,151,179,48.04,,,,
11/06/2016,163,184,0.00,41,47,44.68,204
11/29/2014,55,62,56.45,,,,
04/26/2016,373,430,3.72,121,147,50.34,494
10/28/2014,174,199,48.74,,,,
01/02/2016,108,114,1.75,,,,
07/08/2014,231,277,45.13,,,,
10/08/2014,186,225,48.44,,,,
01/05/2016,354,393,5.09,,,,
07/08/2018,289,331,38.67,230,246,19.92,519
11/20/2015,266,356,5.34,,,,
09/15/2014,164,251,43.43,,,,
04/27/2016,388,432,4.40,168,199,46.23,556
04/11/2015,181,200,20.00,,,,
11/12/2016,137,163,0.00,39,45,33.33,176
10/17/2014,143,165,49.09,,,,
12/04/2014,173,216,44.91,,,,
03/13/2016,131,143,2.10,41,51,41.18,172
07/17/2016,109,119,0.00,42,52,40.38,151
02/23/2016,354,432,5.56,184,230,46.52,538
08/04/2018,227,254,30.71,140,147,18.37,367
12/20/2015,94,107,3.74,,,,
05/27/2014,232,434,24.42,,,,
08/07/2018,627,712,24.86,366,401,21.95,993
06/15/2016,330,373,2.95,119,149,46.31,449
08/16/2016,345,404,0.25,136,162,43.83,481
03/03/2015,36,36,61.11,,,,
04/19/2016,418,510,4.51,150,183,46.45,568
01/23/2016,108,121,4.13,,,,
05/03/2015,166,173,5.78,,,,
10/17/2016,365,426,0.23,134,152,44.08,499
07/10/2018,712,797,30.49,352,392,24.23,1064
12/11/2014,149,194,50.52,,,,
05/21/2015,364,442,8.14,,,,
07/01/2016,233,264,0.00,128,160,44.38,361
03/01/2015,10,10,70.00,,,,
11/21/2016,380,459,0.22,117,141,43.97,497
06/24/2015,477,531,5.84,,,,
08/01/2015,201,211,1.90,,,,
12/16/2015,267,322,6.52,,,,
06/27/2015,242,253,4.74,,,,
01/28/2015,210,245,50.20,,,,
12/01/2016,377,444,2.25,155,188,45.74,532
08/22/2015,190,203,3.45,,,,
12/07/2015,306,370,5.68,,,,
10/21/2015,294,389,2.83,,,,
07/27/2014,40,43,62.79,,,,
03/04/2016,295,345,5.22,99,115,39.13,394
02/10/2016,348,430,4.88,343,413,42.13,691
05/23/2014,133,233,21.89,,,,
08/20/2015,526,591,4.06,,,,
06/22/2016,326,377,3.71,124,146,50.00,450
06/22/2014,59,63,50.79,,,,
12/28/2015,237,256,4.69,,,,
08/19/2018,243,261,27.97,149,155,33.55,392
07/19/2014,48,59,45.76,,,,
05/28/2015,485,559,17.53,,,,
09/02/2014,162,202,41.58,,,,
09/03/2016,119,133,0.00,27,32,40.62,146
10/21/2014,161,202,44.06,,,,
04/09/2015,613,705,21.84,,,,
11/01/2014,43,49,46.94,,,,
02/08/2016,321,388,4.90,265,330,37.88,586
01/27/2015,225,290,53.10,,,,
09/01/2018,193,210,33.33,122,131,25.95,315
03/20/2015,187,224,6.25,,,,
08/30/2018,576,665,26.77,305,331,26.28,881
07/05/2015,195,202,3.96,,,,
01/30/2015,171,214,49.07,,,,
05/26/2015,419,478,5.02,,,,
05/29/2014,439,710,27.46,,,,
01/16/2017,295,331,8.16,86,98,45.92,381
04/03/2016,127,144,2.78,63,70,45.71,190
02/22/2016,412,509,5.11,185,224,43.30,597
06/14/2015,112,123,10.57,,,,
09/14/2014,55,59,50.85,,,,
07/15/2014,164,201,46.77,,,,
08/02/2018,586,645,32.25,278,304,26.64,864
10/28/2016,287,335,0.00,133,155,51.61,420
09/23/2016,272,299,0.00,108,127,55.91,380
08/12/2016,282,308,0.00,113,131,48.09,395
05/13/2015,348,399,9.02,,,,
09/23/2015,346,430,2.56,,,,
12/16/2014,164,201,44.78,,,,
02/14/2015,68,74,62.16,,,,
12/09/2016,258,292,1.03,100,111,43.24,358
09/07/2015,178,201,3.48,,,,
08/24/2015,335,383,8.09,,,,
08/15/2014,144,194,34.02,,,,
10/13/2016,354,410,0.00,159,190,44.74,513
08/11/2014,147,186,42.47,,,,
07/29/2018,251,271,32.47,180,195,25.13,431
03/05/2015,307,372,4.30,,,,
01/20/2015,234,284,51.06,,,,
08/08/2018,669,749,29.11,304,347,22.77,973
01/03/2017,301,345,0.58,100,116,47.41,401
02/18/2015,248,303,49.17,,,,
07/06/2018,618,704,40.91,563,597,14.07,1181
07/01/2018,241,255,42.75,130,143,29.37,371
07/03/2014,335,388,38.14,,,,
